"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"EPM","ECLIPSE METALS LIMITED.","2011-02-17","Energy",44617315
"EPN","EPSILON HEALTHCARE LIMITED","2017-05-04","Pharmaceuticals, Biotechnology & Life Sciences",7809204
"EPX","EP&T GLOBAL LIMITED","2021-05-12","Software & Services",13234325
"EPY","EARLYPAY LTD","2010-02-23","Diversified Financials",63784312
"EQE","EQUUS MINING LIMITED","1995-12-12","Materials",13977931
"EQN","EQUINOX RESOURCES LIMITED.","2021-10-13","Materials",12892500
"EQR","EQ RESOURCES LIMITED","2006-06-06","Materials",67136399
"EQS","EQUITY STORY GROUP LTD","2022-05-03","Diversified Financials",3637778
"EQT","EQT HOLDINGS LIMITED","1985-08-06","Diversified Financials",639541265
"EQX","EQUATORIAL RESOURCES LIMITED","1987-05-14","Materials",22670164
"ERA","ENERGY RESOURCES OF AUSTRALIA LIMITED","1980-11-19","Energy",959759631
"ERD","EROAD LIMITED","2020-09-18","Technology Hardware & Equipment",90102730
"ERG","ENECO REFRESH LTD","2006-03-29","Food, Beverage & Tobacco",3813017
"ERL","EMPIRE RESOURCES LIMITED","2007-02-01","Materials",7790544
"ERM","EMMERSON RESOURCES LIMITED","2007-12-17","Materials",44121493
"ERW","ERRAWARRA RESOURCES LTD","2020-12-14","Materials",15126001
"ESK","ETHERSTACK PLC","2012-09-07","Software & Services",72714436
"ESR","ESTRELLA RESOURCES LIMITED","2012-05-09","Materials",25220722
"ESS","ESSENTIAL METALS LIMITED","2003-12-04","Materials",132198014
"ETM","ENERGY TRANSITION MINERALS LTD","2006-06-20","Materials",71854433
"ETR","ENTYR LIMITED","2006-11-02","Commercial & Professional Services",27138619
"EUR","EUROPEAN LITHIUM LIMITED","2010-12-02","Materials",124634569
"EV1","EVOLUTION ENERGY MINERALS LIMITED","2021-11-16","Materials",54675000
"EVE","EVE HEALTH GROUP LIMITED.","2004-04-08","Diversified Financials",5274483
"EVG","EVION GROUP NL","2018-01-19","Materials",17878922
"EVN","EVOLUTION MINING LIMITED","2002-08-20","Materials",5890402384
"EVO","EMBARK EDUCATION LIMITED","2014-12-05","Consumer Services",87752216
"EVR","EV RESOURCES LTD","1994-12-07","Materials",13934761
"EVS","ENVIROSUITE LIMITED","2008-02-11","Software & Services",163886027
"EVT","EVT LIMITED","1962-06-30","Media & Entertainment",2202123228
"EVZ","EVZ LIMITED","1985-04-26","Capital Goods",20505726
"EWC","ENERGY WORLD CORPORATION LTD","1988-12-08","Utilities",129314692
"EX1","EXOPHARM LIMITED","2018-12-18","Pharmaceuticals, Biotechnology & Life Sciences",11004807
"EXL","ELIXINOL WELLNESS LIMITED","2018-01-08","Household & Personal Products",7274108
"EXP","EXPERIENCE CO LIMITED","2015-03-27","Consumer Services",211120957
"EXR","ELIXIR ENERGY LIMITED","2004-07-19","Energy",136865597
"EYE","NOVA EYE MEDICAL LIMITED","1987-10-12","Health Care Equipment & Services",37929697
"EZL","EUROZ HARTLEYS GROUP LIMITED","1971-08-02","Diversified Financials",181264274
"EZZ","EZZ LIFE SCIENCE HOLDINGS LIMITED","2021-03-03","Retailing",15821200
"FAL","FALCON METALS LTD","2021-12-22","Materials",46905000
"FAR","FAR LIMITED","1986-01-23","Energy",67245119
"FAU","FIRST AU LIMITED","1970-01-01","Materials",4283970
"FBR","FBR LTD","2001-02-08","Capital Goods",134153109
"FBU","FLETCHER BUILDING LIMITED","2001-03-26","Materials",3657137070
"FCL","FINEOS CORPORATION HOLDINGS PLC","2019-08-16","Software & Services",659998009
"FCT","FIRSTWAVE CLOUD TECHNOLOGY LIMITED","2011-05-11","Software & Services",99770813
"FDR","FINDER ENERGY HOLDINGS LIMITED","2022-04-08","Energy",14962500
"FDV","FRONTIER DIGITAL VENTURES LIMITED","2016-08-26","Media & Entertainment",299812364
"FEG","FAR EAST GOLD LTD","2022-03-28","Materials",103512976
"FEX","FENIX RESOURCES LTD","2008-08-04","Materials",154802909
"FFF","FORBIDDEN FOODS LIMITED","2020-08-31","Food, Beverage & Tobacco",3619109
"FFG","FATFISH GROUP LIMITED","1995-11-23","Diversified Financials",22800357
"FFI","FFI HOLDINGS LIMITED","1987-01-15","Food, Beverage & Tobacco",48314048
"FFT","FUTURE FIRST TECHNOLOGIES LTD","2013-12-02","Commercial & Professional Services",17745914
"FFX","FIREFINCH LIMITED","2006-12-06","Materials","N/A"
"FG1","FLYNN GOLD LIMITED","2021-06-17","Materials",11207938
"FGG","FUTURE GENERATION GLOBAL INVESTMENT COMPANY LIMITED","2015-09-10","Not Applic",466466736
"FGL","FRUGL GROUP LIMITED","2004-08-10","Software & Services",2436616
"FGR","FIRST GRAPHENE LIMITED","1994-08-08","Materials",58131639
"FGX","FUTURE GENERATION INVESTMENT COMPANY LIMITED","1997-03-06","Not Applic",482013335
"FHE","FRONTIER ENERGY LIMITED","2009-12-18","Materials",131615052
"FHS","FREEHILL MINING LIMITED.","2017-01-16","Materials",8670820
"FID","FIDUCIAN GROUP LIMITED","2015-02-09","Diversified Financials",215621718
"FIJ","FIJI KAVA LIMITED","2018-12-20","Household & Personal Products",3823853
"FIN","FIN RESOURCES LIMITED","1989-11-02","Materials",8983677
"FLC","FLUENCE CORPORATION LIMITED","2007-12-18","Capital Goods",152880198
"FLN","FREELANCER LIMITED","2013-11-15","Commercial & Professional Services",117606225
"FLT","FLIGHT CENTRE TRAVEL GROUP LIMITED","1995-12-01","Consumer Services",3136901191
"FLX","FELIX GROUP HOLDINGS LTD","2021-01-12","Software & Services",16455570
"FME","FUTURE METALS NL","2007-08-16","Energy",37692771
"FMG","FORTESCUE METALS GROUP LTD","1987-03-19","Materials",69215131357
"FML","FOCUS MINERALS LTD","2000-09-13","Materials",53013349
"FMS","FLINDERS MINES LIMITED","2002-02-20","Materials",84424289
"FND","FINDI LIMITED","2001-08-08","Software & Services",19355167
"FNX","FINEXIA FINANCIAL GROUP LIMITED","2006-12-21","Diversified Financials",11347523
"FOD","THE FOOD REVOLUTION GROUP LIMITED","2012-06-29","Food, Beverage & Tobacco",32189897
"FOR","FORAGER AUSTRALIAN SHARES FUND","2016-12-16","Not Applic",159130370
"FOS","FOS CAPITAL LTD","2021-06-07","Capital Goods",10761228
"FPC","FAT PROPHETS GLOBAL CONTRARIAN FUND LTD","2017-03-22","Not Applic",32649141
"FPH","FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED","2001-11-21","Health Care Equipment & Services",13440228756
"FPP","FAT PROPHETS GLOBAL PROPERTY FUND","2017-10-10","Not Applic",16172617
"FRB","FIREBIRD METALS LIMITED","2021-03-18","Materials",13153500
"FRE","FIREBRICK PHARMA LIMITED","2022-01-28","Pharmaceuticals, Biotechnology & Life Sciences",38916967
"FRI","FINBAR GROUP LIMITED","1994-08-05","Real Estate",185043737
"FRM","FARM PRIDE FOODS LIMITED","1997-12-19","Food, Beverage & Tobacco",7941928
"FRS","FORRESTANIA RESOURCES LIMITED","2021-09-30","Materials",12443185
"FRX","FLEXIROAM LIMITED","2015-06-16","Telecommunication Services",25034618
"FSA","FSA GROUP LIMITED","2001-01-11","Diversified Financials",128453665
"FSF","FONTERRA SHAREHOLDERS' FUND","2012-11-30","Food, Beverage & Tobacco",325455285
"FSG","FIELD SOLUTIONS HOLDINGS LIMITED","2005-04-26","Telecommunication Services",67209261
"FSI","FLAGSHIP INVESTMENTS LIMITED","2000-12-20","Not Applic",46543073
"FTC","FINTECH CHAIN LIMITED","2012-11-27","Software & Services",17570779
"FTL","FIRETAIL RESOURCES LIMITED","2022-04-13","Materials",9625000
"FTZ","FERTOZ LIMITED","2013-09-02","Materials",42405246
"FWD","FLEETWOOD LIMITED","1987-04-15","Consumer Durables & Apparel",130584142
"FXG","FELIX GOLD LIMITED","2022-01-31","Materials",18884262
"FYI","FYI RESOURCES LIMITED","1994-01-20","Materials",62273990
"FZO","FAMILY ZONE CYBER SAFETY LIMITED","2016-08-29","Software & Services",234540280
"FZR","FITZROY RIVER CORPORATION LTD","1998-03-04","Energy",18352223
"G1A","GALENA MINING LIMITED","2017-09-07","Materials",170289722
"G50","GOLD 50 LIMITED","2021-08-06","Materials",19385000
"G6M","GROUP 6 METALS LIMITED","1967-09-21","Materials",121577873
"G88","GOLDEN MILE RESOURCES LTD","2017-06-19","Materials",4910154
"GAL","GALILEO MINING LTD","2018-05-29","Materials",181814933
"GAP","GALE PACIFIC LIMITED","2000-12-14","Consumer Durables & Apparel",81535947
"GAS","STATE GAS LIMITED","2017-10-10","Energy",49463107
"GBE","GLOBE METALS & MINING LIMITED","2005-12-09","Materials",50676870
"GBR","GREAT BOULDER RESOURCES LIMITED","2016-11-18","Materials",37102452
"GBZ","GBM RESOURCES LIMITED","2007-10-24","Materials",28701044
"GC1","GLENNON SMALL COMPANIES LIMITED","2015-08-21","Not Applic",32540881
"GCI","GRYPHON CAPITAL INCOME TRUST","2018-05-25","Not Applic",481460608
"GCM","GREEN CRITICAL MINERALS LIMITED","2007-11-15","Materials",18743094
"GCR","GOLDEN CROSS RESOURCES LTD","1996-03-27","Materials",7680793
"GCX","GCX METALS LIMITED","2012-12-20","Energy",8731599
"GCY","GASCOYNE RESOURCES LIMITED","2009-12-11","Materials","N/A"
"GDA","GOOD DRINKS AUSTRALIA LTD","2006-12-13","Food, Beverage & Tobacco",84061604
"GDC","GLOBAL DATA CENTRE GROUP","2019-10-31","Not Applic",96591000
"GDF","GARDA PROPERTY GROUP","2015-07-02","Real Estate",316425662
"GDG","GENERATION DEVELOPMENT GROUP LIMITED","2007-12-11","Insurance",247280150
"GDI","GDI PROPERTY GROUP","2013-12-17","Real Estate",430589814
"GED","GOLDEN DEEPS LIMITED.","1986-12-04","Materials",11552267
"GEM","G8 EDUCATION LIMITED","2007-12-05","Consumer Services",1071948748
"GEN","GENMIN LIMITED","2021-03-10","Materials",87775981
"GES","GENESIS RESOURCES LIMITED","2009-10-27","Materials",6262730
"GFL","GLOBAL MASTERS FUND LIMITED","2006-05-16","Not Applic",23269255
"GFN","GEFEN INTERNATIONAL A.I. LTD","2021-07-21","Retailing",7953351
"GGE","GRAND GULF ENERGY LIMITED","1998-03-20","Energy",38665267
"GGX","GAS2GRID LIMITED","2005-05-13","Energy",8178204
"GHY","GOLD HYDROGEN LIMITED","2023-01-13","Energy",84000000
"GIB","GIBB RIVER DIAMONDS LIMITED","2008-07-01","Materials",14171133
"GL1","GLOBAL LITHIUM RESOURCES LIMITED","2021-05-06","Materials",617453676
"GLA","GLADIATOR RESOURCES LIMITED","2006-06-27","Materials",12285908
"GLB","GLOBE INTERNATIONAL LIMITED","2001-05-24","Consumer Durables & Apparel",133928132
"GLE","GLG CORP LTD","2005-12-14","Consumer Durables & Apparel",25194000
"GLH","GLOBAL HEALTH LIMITED","2000-04-04","Health Care Equipment & Services",10730625
"GLL","GALILEE ENERGY LIMITED","1996-02-15","Energy",94790500
"GLN","GALAN LITHIUM LIMITED","2011-06-08","Materials",387991864
"GLV","GLOBAL OIL & GAS LIMITED","2005-05-25","Energy",5143196
"GMD","GENESIS MINERALS LIMITED","2007-08-02","Materials",535827499
"GMG","GOODMAN GROUP","2005-02-02","Real Estate",36499904998
"GML","GATEWAY MINING LIMITED","1971-08-02","Materials",15368745
"GMN","GOLD MOUNTAIN LIMITED","2011-09-02","Materials",11068995
"GMR","GOLDEN RIM RESOURCES LTD","1987-08-13","Materials",12164144
"GMRN","GOLDEN RIM RESOURCES LTD","1987-08-13","Materials",12164144
"GNC","GRAINCORP LIMITED","1998-03-30","Food & Staples Retailing",1681852888
"GNE","GENESIS ENERGY LIMITED","2014-04-17","Utilities",2759694653
"GNG","GR ENGINEERING SERVICES LIMITED","2011-04-19","Materials",345753919
"GNM","GREAT NORTHERN MINERALS LIMITED","2008-03-05","Materials",5127153
"GNP","GENUSPLUS GROUP LTD","2020-12-14","Capital Goods",167061451
"GNX","GENEX POWER LIMITED","2015-07-08","Utilities",193924800
"GO2","THE GO2 PEOPLE LTD","2017-10-31","Commercial & Professional Services",3768531
"GOR","GOLD ROAD RESOURCES LIMITED","2006-07-04","Materials",1867069683
"GOW","GOWING BROS LIMITED","1962-07-31","Diversified Financials",153002929
"GOZ","GROWTHPOINT PROPERTIES AUSTRALIA","2007-07-04","Real Estate",2481704108
"GPR","GEOPACIFIC RESOURCES LTD","2006-05-09","Materials",15635733
"GPS","GPS ALLIANCE HOLDINGS LIMITED","2013-07-02","Real Estate","N/A"
"GPT","GPT GROUP","1971-04-01","Real Estate",8792500404
"GQG","GQG PARTNERS INC.","2021-10-26","Diversified Financials",4576848423
"GRE","GREENTECH METALS LIMITED","2022-01-04","Materials",5915000
"GRL","GODOLPHIN RESOURCES LIMITED","2019-12-18","Materials",11836945
"GRR","GRANGE RESOURCES LIMITED.","1986-03-27","Materials",1215205633
"GRV","GREENVALE ENERGY LTD","1971-07-28","Energy",50606665
"GRX","GREENX METALS LIMITED","1993-09-06","Materials",180070529
"GSM","GOLDEN STATE MINING LIMITED","2018-11-08","Materials",5031611
"GSN","GREAT SOUTHERN MINING LIMITED","2011-04-14","Materials",16569195
"GSR","GREENSTONE RESOURCES LIMITED","2000-12-12","Materials",33311948
"GSS","GENETIC SIGNATURES LIMITED","2015-03-31","Pharmaceuticals, Biotechnology & Life Sciences",141971936
"GT1","GREEN TECHNOLOGY METALS LIMITED","2021-11-10","Materials",243750396
"GTE","GREAT WESTERN EXPLORATION LIMITED.","2007-06-05","Materials",10161095
"GTG","GENETIC TECHNOLOGIES LIMITED","1987-07-30","Pharmaceuticals, Biotechnology & Life Sciences",27701895
"GTI","GRATIFII LIMITED","2008-07-17","Software & Services",17130001
"GTK","GENTRACK GROUP LIMITED","2014-06-25","Software & Services",270278885
"GTM","GREENTECH MINERALS LTD",,"Semiconductors & Semiconductor Equipment",0
"GTN","GTN LIMITED","2016-06-01","Media & Entertainment",114133067
"GTR","GTI ENERGY LTD","2007-08-10","Materials",16560319
"GUD","G.U.D. HOLDINGS LIMITED","1962-06-30","Automobiles & Components",1190560181
"GUL","GULLEWA LIMITED","1980-06-19","Materials",10180201
"GVF","GLOBAL VALUE FUND LIMITED","2014-07-21","Not Applic",198491754
"GW1","GREENWING RESOURCES LTD","2005-10-20","Materials",45898248
"GWA","GWA GROUP LIMITED.","1993-05-20","Capital Goods",551626635
"GWR","GWR GROUP LIMITED","2004-12-24","Materials",19272999
"H2G","GREENHY2 LIMITED","1980-12-04","Commercial & Professional Services",13400187
"HAL","HALO TECHNOLOGIES HOLDINGS LTD","2022-04-26","Diversified Financials",23958541
"HAR","HARANGA RESOURCES LIMITED.","2022-01-27","Materials",8416840
"HAS","HASTINGS TECHNOLOGY METALS LTD","2008-02-20","Materials",474085146
"HAV","HAVILAH RESOURCES LIMITED","2002-03-21","Materials",118739704
"HAW","HAWTHORN RESOURCES LIMITED","1986-07-03","Materials",35176639
"HCD","HYDROCARBON DYNAMICS LIMITED","2006-04-21","Energy",8218847
"HCF","H&G HIGH CONVICTION LIMITED","2022-10-25","Not Applic",21727626
"HCH","HOT CHILI LIMITED","2010-05-03","Materials",118250754
"HCT","HOLISTA COLLTECH LIMITED","2004-02-26","Household & Personal Products",7527602
"HCW","HEALTHCO HEALTHCARE AND WELLNESS REIT","2021-09-06","Real Estate",530849456
"HDN","HOMECO DAILY NEEDS REIT","2020-11-23","Real Estate",2744165252
"HE8","HELIOS ENERGY LTD","2010-10-20","Energy",229156351
"HFR","HIGHFIELD RESOURCES LIMITED","2012-02-07","Materials",249642600
"HFY","HUBIFY LIMITED","2017-01-12","Telecommunication Services",17364770
"HGH","HEARTLAND GROUP HOLDINGS LIMITED","2018-11-01","Banks",1174360111
"HGL","HUDSON INVESTMENT GROUP LIMITED","1994-06-09","Real Estate",14543184
"HGO","HILLGROVE RESOURCES LIMITED","1994-07-22","Materials",77503078
"HGV","HYGROVEST LIMITED","2015-01-22","Not Applic",16096779
"HHI","HEALTH HOUSE INTERNATIONAL LIMITED","2011-07-28","Health Care Equipment & Services",1247572
"HHR","HARTSHEAD RESOURCES NL","2012-02-14","Energy",77951192
"HIL","HILLS LIMITED","1962-06-30","Technology Hardware & Equipment",11599276
"HIO","HAWSONS IRON LTD","2007-11-14","Materials",74770870
"HIQ","HITIQ LIMITED","2021-06-16","Health Care Equipment & Services",7736599
"HIT","HITECH GROUP AUSTRALIA LIMITED","2000-04-17","Commercial & Professional Services",88305000
"HLA","HEALTHIA LIMITED","2018-09-11","Health Care Equipment & Services",173851762
"HLF","HALO FOOD CO. LIMITED",,,12023092
"HLI","HELIA GROUP LIMITED","2014-05-20","Banks",990222876
"HLO","HELLOWORLD TRAVEL LIMITED","2000-09-13","Consumer Services",265872754
"HLS","HEALIUS LIMITED","1998-07-03","Health Care Equipment & Services",1864409059
"HLX","HELIX RESOURCES LIMITED","1986-05-22","Materials",19746740
"HM1","HEARTS AND MINDS INVESTMENTS LIMITED","2018-11-14","Not Applic",574184139
"HMC","HMC CAPITAL LIMITED","2019-10-14","Real Estate",1416660353
"HMD","HERAMED LIMITED","2018-12-12","Health Care Equipment & Services",35185272
"HMG","HAMELIN GOLD LIMITED","2021-11-05","Materials",14850000
"HMI","HIREMII LIMITED","2021-05-11","Commercial & Professional Services",5837783
"HMX","HAMMER METALS LIMITED","2003-02-25","Materials",57498514
"HMY","HARMONEY CORP LIMITED","2020-11-19","Diversified Financials",52301127
"HNG","HANCOCK & GORE LTD","1971-08-24","Capital Goods",66481886
"HNR","HANNANS LTD","2003-12-05","Materials",57325793
"HOR","HORSESHOE METALS LIMITED","2010-07-29","Materials",18214115
"HPC","THE HYDRATION PHARMACEUTICALS COMPANY LIMITED","2021-12-14","Household & Personal Products",18013082
"HPG","HIPAGES GROUP HOLDINGS LTD","2020-11-12","Media & Entertainment",127896687
"HPI","HOTEL PROPERTY INVESTMENTS","2013-12-10","Real Estate",709184736
"HPP","HEALTH AND PLANT PROTEIN GROUP LIMITED","1989-12-14","Food, Beverage & Tobacco",8351810
"HPR","HIGH PEAK ROYALTIES LIMITED","2007-03-30","Energy",11492602
"HRE","HEAVY RARE EARTHS LIMITED","2022-08-24","Class Pend",9046457
"HRN","HORIZON GOLD LIMITED","2016-12-21","Materials",43813574
"HRO","HIRO BRANDS LIMITED","2016-01-14","Consumer Services","N/A"
"HRZ","HORIZON MINERALS LIMITED","1992-02-06","Materials",38616465
"HSC","HSC TECHNOLOGY GROUP LTD","2006-06-02","Software & Services",20057754
"HSN","HANSEN TECHNOLOGIES LIMITED","2000-06-01","Software & Services",1004028124
"HT1","HT&E LIMITED","1992-05-07","Media & Entertainment",366573604
"HT8","HARRIS TECHNOLOGY GROUP LIMITED","1999-06-24","Retailing",6264205
"HTA","HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED","1999-08-17","Telecommunication Services",814350515
"HTG","HARVEST TECHNOLOGY GROUP LTD","2016-05-12","Technology Hardware & Equipment",42723910
"HTM","HIGH-TECH METALS LTD","2023-01-23","Materials",6650102
"HUB","HUB24 LIMITED","2007-07-05","Diversified Financials",1992648050
"HUM","HUMM GROUP LIMITED","2006-12-12","Diversified Financials",302738017
"HVM","HAPPY VALLEY NUTRITION LIMITED","2020-01-23","Food, Beverage & Tobacco",13389361
"HVN","HARVEY NORMAN HOLDINGS LIMITED","1987-09-03","Retailing",5607029943
"HVY","HEAVY MINERALS LIMITED","2021-09-14","Materials",6734196
"HXG","HEXAGON ENERGY MATERIALS LIMITED","2008-10-30","Materials",7693739
"HXL","HEXIMA LIMITED.","2020-12-01","Pharmaceuticals, Biotechnology & Life Sciences",3674872
"HYD","HYDRIX LIMITED","2001-05-11","Technology Hardware & Equipment",13982037
"HYT","HYTERRA LTD","2005-12-14","Energy",10558355
"HZN","HORIZON OIL LIMITED","1981-06-30","Energy",232209229
"HZR","HAZER GROUP LIMITED","2015-12-02","Materials",103970683
"IAG","INSURANCE AUSTRALIA GROUP LIMITED","2000-08-08","Insurance",12347541617
"IAM","INCOME ASSET MANAGEMENT GROUP LIMITED.","1987-01-14","Diversified Financials",40603019
"IBC","IRONBARK CAPITAL LIMITED","1987-04-02","Not Applic",53416151
"IBG","IRONBARK ZINC LTD","2006-08-16","Materials",16134627
"IBX","IMAGION BIOSYSTEMS LIMITED","2017-06-22","Health Care Equipment & Services",24108348
"ICE","ICETANA LIMITED","2019-12-23","Software & Services",5979853
"ICG","INCA MINERALS LIMITED","2008-06-19","Materials",11105628
"ICI","ICANDY INTERACTIVE LIMITED","2016-02-04","Media & Entertainment",73820213
"ICL","ICENI GOLD LIMITED","2021-04-14","Materials",22942857
"ICN","ICON ENERGY LIMITED","1997-09-22","Energy",9216164
"ICR","INTELICARE HOLDINGS LIMITED","2020-05-25","Health Care Equipment & Services",4844212
"ICS","ICSGLOBAL LIMITED","1999-12-23","Health Care Equipment & Services","N/A"
"ID8","IDENTITII LIMITED","2018-10-17","Software & Services",6796919
"IDA","INDIANA RESOURCES LIMITED","1986-07-17","Materials",29058280
"IDT","IDT AUSTRALIA LIMITED","1991-02-18","Pharmaceuticals, Biotechnology & Life Sciences",18349161
"IDX","INTEGRAL DIAGNOSTICS LIMITED","2015-10-21","Health Care Equipment & Services",757115291
"IEC","INTRA ENERGY CORPORATION LIMITED","2007-07-04","Energy",4940471
"IEL","IDP EDUCATION LIMITED","2015-11-26","Consumer Services",8497604522
"IEQ","INTERNATIONAL EQUITIES CORPORATION LIMITED.","1993-03-11","Real Estate",4487825
"IFL","INSIGNIA FINANCIAL LTD","2003-12-05","Diversified Financials",2330802187
"IFM","INFOMEDIA LTD","2000-08-16","Software & Services",419002505
"IFT","INFRATIL LIMITED.","2010-08-30","Utilities",5864267014
"IG6","INTERNATIONAL GRAPHITE LIMITED","2022-04-07","Capital Goods",39637999
"IGL","IVE GROUP LIMITED","2015-12-16","Media & Entertainment",381761030
"IGN","IGNITE LIMITED","1997-01-16","Commercial & Professional Services",6270752
"IGO","IGO LIMITED","2002-01-17","Materials",12032985549
"IHL","INCANNEX HEALTHCARE LIMITED","2007-05-23","Pharmaceuticals, Biotechnology & Life Sciences",301531968
"IHR","INTELLIHR LIMITED","2018-01-23","Software & Services",22099423
"IIQ","INOVIQ LTD","1991-04-18","Health Care Equipment & Services",60732343
"IKE","IKEGPS GROUP LIMITED","2016-11-21","Technology Hardware & Equipment",137369301
"ILA","ISLAND PHARMACEUTICALS LIMITED","2021-04-13","Pharmaceuticals, Biotechnology & Life Sciences",12190270
"ILU","ILUKA RESOURCES LIMITED","1962-06-30","Materials",4661505696
"IMA","IMAGE RESOURCES NL","2002-07-04","Materials",146301222
"IMB","INTELLIGENT MONITORING GROUP LIMITED","1994-03-03","Commercial & Professional Services",15684035
"IMC","IMMURON LIMITED","1999-04-30","Pharmaceuticals, Biotechnology & Life Sciences",18679464
"IMD","IMDEX LIMITED","1987-09-24","Materials",1018958124
"IME","IMEXHS LIMITED","2005-12-14","Health Care Equipment & Services",20216371
"IMI","INFINITY MINING LIMITED","2021-12-22","Materials",29725578
"IMM","IMMUTEP LIMITED","1988-06-23","Pharmaceuticals, Biotechnology & Life Sciences",250599253
"IMR","IMRICOR MEDICAL SYSTEMS INC.","2019-08-30","Health Care Equipment & Services",40863859
"IMU","IMUGENE LIMITED","1993-11-24","Pharmaceuticals, Biotechnology & Life Sciences",963257356
"INA","INGENIA COMMUNITIES GROUP","2004-07-01","Real Estate",1907489676
"IND","INDUSTRIAL MINERALS LTD","2021-07-13","Materials",23495000
"INF","INFINITY LITHIUM CORPORATION LIMITED","2011-04-15","Materials",57824012
"ING","INGHAMS GROUP LIMITED","2016-11-07","Food, Beverage & Tobacco",1081587639
"INL","INNLANZ LIMITED","2019-02-22","Retailing",11904017
"INP","INCENTIAPAY LIMITED","2014-09-09","Retailing",7590382
"INR","IONEER LTD","2007-12-19","Materials",975727294
"INV","INVESTSMART GROUP LIMITED","2005-04-21","Diversified Financials",41915760
"IOD","IODM LIMITED","2003-11-18","Software & Services",204083211
"IOU","IOUPAY LIMITED","2000-10-12","Media & Entertainment",36053355
"IPB","IPB PETROLEUM LIMITED","2013-04-30","Energy",5020069
"IPC","IMPERIAL PACIFIC LIMITED","1971-07-28","Diversified Financials",7520866
"IPD","IMPEDIMED LIMITED","2007-10-24","Health Care Equipment & Services",124996544
"IPG","IPD GROUP LTD","2021-12-17","Capital Goods",251324472
"IPH","IPH LIMITED","2014-11-19","Commercial & Professional Services",1920562468
"IPL","INCITEC PIVOT LIMITED","2003-07-28","Materials",7244499358
"IPT","IMPACT MINERALS LIMITED","2006-11-29","Materials",27295076
"IPX","IPERIONX LIMITED","2018-04-16","Materials",155036804
"IR1","IRIS METALS LIMITED","2021-09-23","Materials","N/A"
"IRD","IRON ROAD LIMITED","2008-06-12","Materials",88266889
"IRE","IRESS LIMITED","2000-11-03","Software & Services",1775683400
"IRI","INTEGRATED RESEARCH LIMITED","2000-12-13","Software & Services",98586363
"IRX","INHALERX LIMITED","2017-01-11","Health Care Equipment & Services",11236017
"IS3","I SYNERGY GROUP LIMITED","2017-03-30","Software & Services",5203447
"ITM","ITECH MINERALS LTD","2021-10-21","Materials",38487822
"IVC","INVOCARE LIMITED","2003-12-04","Consumer Services",1636529927
"IVO","INVIGOR GROUP LIMITED","1999-12-03","Media & Entertainment","N/A"
"IVR","INVESTIGATOR RESOURCES LTD","2007-04-03","Materials",66109528
"IVT","INVENTIS LIMITED","1999-04-14","Commercial & Professional Services",4393425
"IVX","INVION LIMITED","2010-02-15","Pharmaceuticals, Biotechnology & Life Sciences",57780829
"IVZ","INVICTUS ENERGY LTD","2012-01-19","Energy",137647274
"IXC","INVEX THERAPEUTICS LTD","2019-07-05","Pharmaceuticals, Biotechnology & Life Sciences",43589232
"IXR","IONIC RARE EARTHS LIMITED","1999-12-10","Materials",149818987
"IXU","IXUP LIMITED","2017-11-15","Software & Services",28828015
"JAL","JAMESON RESOURCES LIMITED","2007-12-18","Materials",37193555
"JAN","JANISON EDUCATION GROUP LIMITED","2000-09-12","Software & Services",133173747
"JAT","JATCORP LIMITED","2008-01-30","Retailing",34971326
"JAV","JAVELIN MINERALS LIMITED","2012-10-09","Materials",9454153
"JAY","JAYRIDE GROUP LIMITED","2018-01-29","Retailing",32353248
"JBH","JB HI-FI LIMITED","2003-10-23","Retailing",5391258603
"JCS","JCURVE SOLUTIONS LTD","2000-12-08","Software & Services",19043919
"JDO","JUDO CAPITAL HOLDINGS LIMITED","2021-11-01","Banks",1492451827
"JGH","JADE GAS HOLDINGS LIMITED","1995-02-13","Materials",64280553
"JHG","JANUS HENDERSON GROUP PLC","2008-10-27","Diversified Financials",6551020651
"JHX","JAMES HARDIE INDUSTRIES PLC","2001-10-15","Materials",14017774703
"JIN","JUMBO INTERACTIVE LIMITED","1972-06-14","Consumer Services",990370134
"JLG","JOHNS LYNG GROUP LIMITED","2017-10-26","Capital Goods",1541135484
"JMS","JUPITER MINES LIMITED.","2018-04-18","Materials",470157848
"JNO","JUNO MINERALS LIMITED","2021-05-14","Materials",14328090
"JPR","JUPITER ENERGY LIMITED","2003-11-12","Energy",33205953
"JRL","JINDALEE RESOURCES LIMITED","2002-07-11","Materials",114757932
"JRV","JERVOIS GLOBAL LIMITED","1980-12-01","Materials",644570899
"JTL","JAYEX TECHNOLOGY LIMITED","2015-12-17","Health Care Equipment & Services",2990742
"JXT","JAXSTA LTD","2010-09-21","Software & Services",10650299
"JYC","JOYCE CORPORATION LTD","1986-12-17","Retailing",103697451
"K2F","K2FLY LIMITED","2008-02-19","Software & Services",29643831
"KAI","KAIROS MINERALS LIMITED","1973-05-30","Materials",47138244
"KAL","KALGOORLIE GOLD MINING LIMITED","2021-11-17","Materials",7174072
"KAM","K2 ASSET MANAGEMENT HOLDINGS LTD","2007-11-29","Diversified Financials",11089919
